2024-12-05 01:35:01,865 - INFO - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5555
2024-12-05 01:35:01,865 - INFO - [33mPress CTRL+C to quit[0m
2024-12-05 01:36:08,045 - WARNING - Invalid data fields in: {'relation_type': 'prevent', 'entity1_type': 'study', 'entity1_name': 'Prospective Natural History Study', 'entity2_type': 'progression', 'entity2_name': 'disease progression'}
2024-12-05 01:57:38,636 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'monitoring'}
2024-12-05 01:57:38,636 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'retinal and choroidal abnormalities'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'three dimensional'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'volumetric reflectivity information'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'transparent media'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'in vivo'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'high choroidal penetration'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'resolution'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'comparable to an histologic examination'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'infrared light sources'}
2024-12-05 01:57:38,637 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'ideal method'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'diagnosis'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'monitoring'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'retinal and choroidal abnormalities'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'three dimensional'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'volumetric reflectivity information'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'transparent media'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'in vivo'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'high choroidal penetration'}
2024-12-05 01:57:38,638 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'test', 'entity1_name': 'OCT', 'entity2_type': 'characteristic', 'entity2_name': 'resolution'}
2024-12-05 01:57:48,056 - WARNING - Invalid data fields in: {'relation_type': 'treat', 'entity1_type': 'study', 'entity1_name': 'APGS', 'entity2_type': 'disease', 'entity2_name': 'AMD'}
2024-12-05 01:57:51,339 - WARNING - Invalid data fields in: {'relation_type': 'investigate', 'entity1_type': 'research', 'entity1_name': 'relevant research', 'entity2_type': 'mechanism', 'entity2_name': 'immunological mechanism'}
2024-12-05 01:57:51,343 - WARNING - Invalid data fields in: {'relation_type': 'investigate', 'entity1_type': 'research', 'entity1_name': 'relevant research', 'entity2_type': 'mechanism', 'entity2_name': 'regulatory mechanism'}
2024-12-05 01:57:51,344 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'mechanism', 'entity1_name': 'immunological mechanism', 'entity2_type': 'disease', 'entity2_name': 'Age-related macular degeneration'}
2024-12-05 01:57:51,344 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'mechanism', 'entity1_name': 'regulatory mechanism', 'entity2_type': 'disease', 'entity2_name': 'Age-related macular degeneration'}
2024-12-05 01:58:23,953 - WARNING - Invalid data fields in: {'relation_type': 'cause', 'entity1_type': 'factor', 'entity1_name': 'harmful blue light', 'entity2_type': 'disease', 'entity2_name': 'AMD'}
2024-12-05 01:58:23,953 - WARNING - Invalid data fields in: {'relation_type': 'cause', 'entity1_type': 'factor', 'entity1_name': 'damaging unstable molecules', 'entity2_type': 'disease', 'entity2_name': 'AMD'}
2024-12-05 01:59:08,648 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'treatment', 'entity1_name': 'establishing resistant/sensitive patients to treatment', 'entity2_type': 'response', 'entity2_name': 'to treatment'}
2024-12-05 01:59:20,221 - WARNING - Invalid data fields in: {'relation_type': 'evaluate', 'entity1_type': 'test', 'entity1_name': 'OCT angiography', 'entity2_type': 'disease', 'entity2_name': 'NVAMD'}
2024-12-05 02:00:05,692 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'Age-related macular degeneration', 'entity2_type': 'socioeconomic', 'entity2_name': 'impact'}
2024-12-05 02:00:05,693 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'Age-related macular degeneration', 'entity2_type': 'incidence', 'entity2_name': 'increased'}
2024-12-05 02:00:05,693 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'Age-related macular degeneration', 'entity2_type': 'prevalence', 'entity2_name': 'increased'}
2024-12-05 02:00:13,594 - WARNING - Invalid data fields in: {'relation_type': 'switch', 'entity1_type': 'treatment', 'entity1_name': 'ranibizumab', 'entity2_type': 'treatment', 'entity2_name': 'any other Anti-vascular Endothelial growth factor (anti-VEGF) treatment'}
2024-12-05 02:00:13,598 - WARNING - Invalid data fields in: {'relation_type': 'document', 'entity1_type': 'test', 'entity1_name': 'ocular and visual assessments', 'entity2_type': 'disease', 'entity2_name': 'wet Age-related macular degeneration'}
2024-12-05 02:00:13,598 - WARNING - Invalid data fields in: {'relation_type': 'document', 'entity1_type': 'test', 'entity1_name': 'other tests', 'entity2_type': 'disease', 'entity2_name': 'wet Age-related macular degeneration'}
2024-12-05 02:00:13,598 - WARNING - Invalid data fields in: {'relation_type': 'document', 'entity1_type': 'test', 'entity1_name': 'administered treatments', 'entity2_type': 'treatment', 'entity2_name': 'ranibizumab'}
2024-12-05 02:00:13,598 - WARNING - Invalid data fields in: {'relation_type': 'document', 'entity1_type': 'test', 'entity1_name': 'medical history', 'entity2_type': 'comorbidity', 'entity2_name': 'age-related macular degeneration'}
2024-12-05 02:00:13,598 - WARNING - Invalid data fields in: {'relation_type': 'document', 'entity1_type': 'test', 'entity1_name': 'demographics', 'entity2_type': 'body_part', 'entity2_name': 'patient'}
2024-12-05 02:00:39,071 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'quality_of_life', 'entity2_name': 'quality of life'}
2024-12-05 02:00:39,072 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'emotional_status', 'entity2_name': 'emotional status'}
2024-12-05 02:00:39,072 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'cognitive_ability', 'entity2_name': 'cognitive abilities'}
2024-12-05 02:00:39,072 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'cost', 'entity2_name': 'follow-up cost'}
2024-12-05 02:00:39,073 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'depression', 'entity2_name': 'depression'}
2024-12-05 02:00:39,073 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'depression', 'entity1_name': 'depression', 'entity2_type': 'cognitive_ability', 'entity2_name': 'cognitive decline'}
2024-12-05 02:00:39,073 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'activity', 'entity2_name': 'reading activity'}
2024-12-05 02:00:39,073 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'activity', 'entity2_name': 'driving activity'}
2024-12-05 02:00:39,073 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'activity', 'entity2_name': 'manual labor and work activity'}
2024-12-05 02:00:39,073 - WARNING - Invalid data fields in: {'relation_type': 'affect', 'entity1_type': 'disease', 'entity1_name': 'AMD', 'entity2_type': 'activity', 'entity2_name': 'television activity'}
2024-12-05 02:00:39,074 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'treatment', 'entity1_name': 'visual rehabilitation', 'entity2_type': 'emotional_status', 'entity2_name': 'emotional and cognitive status'}
2024-12-05 02:00:39,074 - WARNING - Invalid data fields in: {'relation_type': 'improve', 'entity1_type': 'treatment', 'entity1_name': 'visual rehabilitation', 'entity2_type': 'quality_of_life', 'entity2_name': 'quality of life'}
2024-12-05 02:00:48,591 - INFO - 127.0.0.1 - - [05/Dec/2024 02:00:48] "POST /api/upload_abstract HTTP/1.1" 200 -
2024-12-05 02:05:57,286 - INFO - 127.0.0.1 - - [05/Dec/2024 02:05:57] "GET /api/available_repositories HTTP/1.1" 200 -
2024-12-05 02:06:24,207 - INFO - 127.0.0.1 - - [05/Dec/2024 02:06:24] "POST /api/upload_relations HTTP/1.1" 200 -
